,user_id,username,name
357,1050506689181495296,lias_library,lia🤍
358,867748513333071872,beyond_vinyl,BEYOND VINYL
359,543286167,philstarstyle,Philstar Lifestyle
360,1405436197011279872,tswiftbirthday,is today Taylor Swift’s birthday?
361,4610684180,jaymanosaurus,jay❤️‍🔥
362,4910351614,justcallme_sug,HRH Selene con la E (HM Mina's version)🐒🌸
363,1506856485657055232,only4ashtf,ً kaye ✨
364,15448383,inquirerdotnet,Inquirer
365,30271180,jdtth,Judith
366,1500788202252435461,violet_human,Roshniiiii (Taylor's Kiddo)
367,1349517765753909251,travdrizzy,🙇🏽‍♂️
368,723742219,acatlover13,aykut
369,1261260709159190534,spotify_swift,Taylor Swift Streaming Data
370,1499981928518193159,poetpuccino,Venus
371,496968875,nuclearfamily,Soft Froscio Malpelo 🍇
372,1554289082,undertalelou,uɐoɾ ❄
373,1258867961986678784,doievstheworld,doyeon
374,16714303,mariannedh,Marianne Díaz Hernández
375,1300896759560966144,ctommymisser,goldie
376,1463030797,illsingyourname,james
377,1469297709244899336,swiftaiartbot,🎨 taylor swift ai art
378,1157462789142863872,swiftforcedyad,carolina #TeamBosco
379,703293083719303168,lapainter,Lynn Painter (Taylor's version)
380,3386603284,aquariusdays,rat with feminine urges
381,26791286,thelasagna,mike lasagna
382,1498512896724443138,nottestellatas,kaelyn ⛸️YUZU AT FAOI
383,2449627872,alpha_convert,Joe Cutler
384,2925234778,coolcrushes,Celeb Crushes 95K
385,1391380205315321859,lalisaanvi,saanvi
386,922640406,yourcupoftino,TINO
387,45985962,claster143ts,Ashley Claster ❤️❤️143 TS❤️❤️
388,1455951499515682818,crumbs_ryeji,땡덩 💭
389,6043922,becs,Becs
390,1079498073125150720,drusillablckth,Sofi Herondale
391,1504498369925980164,famed0lls,✟
392,1422122156159225859,ritayka13,rits || TELL ME TO STUDY IF YOU SEE ME ONLINE
393,1324176080,moabrglf,Moa
394,1169192542014828545,n1c0sk,nico
395,1448669831935315969,notyouwei,wei | CHIYONG DAY
396,1321156968464019456,reputankation,Dhanush | ia era
397,17583488,katebrowne7,Kate Browne
398,1277759534254055424,cheesecakesimp,kabhi ari kabhi dante
399,1513252318674059264,hanesswift,Hanes Dale Dador
400,150011568,lenikrsova,Leni Krsová 🎮
401,2458527451,svtrgth,|17's sophia| darl𖧷ing
402,1409776370608074752,taylorr_media,Taylor Media📙
403,950154150246891520,yourflannelcure,kylee 👑
404,1097616804191494144,magdalenepop,✨
405,1407430596276756482,4adele3,boby-
406,1395293814445776898,j3ss_222,Jess (Taylors Version)
407,3122161818,heyvioletrt,Nova
408,1432797569411952640,chilitownpope,Pope of Chili Town
409,1430835721556926464,thepopquote,iconic quotes
410,1480718138559938560,bscgrimacecoin,GrimaceCoin
411,1380040621453287424,fearlesslyreeba,Reeba (Taylor's Version)
412,1488261015318020099,viv_sciss,vivien_13_(taylor’s version)🧣
413,1330725452076429312,dianasofiii,Mr.forgettable:)))
414,1298814121110941696,09in13,Nydia🧣🦋✨
415,3310656651,maoskyist,Daniel
416,1473634865190817793,notfancy_,`
417,1447787912972570626,pacinosroy,ana corleone
418,69488162,domluszczyszyn,dom at the athletic
419,3028740891,gogomarquezm,Madre Goga
420,329818518,astroslogias,✦✩ Astrologia. ✦✩
421,1508119852740980738,evilanelie,albina
422,1488959945152286722,lifeissonotfair,Max Caulfield Stan
423,1188259837823471616,taylorperu13,Taylor Swift Perú 🇵🇪
424,766623626,antonellarochad,ᴀɴᴛᴏɴᴇʟʟᴀ
425,1076244466380533760,nothingnewsoty,ju ⓭
426,1041346266259550208,carolinaohcomer,c
427,1169388334579240960,iconicbtr,"isa ★ 88, 120!"
428,66160448,marfilu_,marfilu
429,385065040,silultraviolet,Silvina
430,1400200294110171137,legendisarmani,𝐀𝐫𝐦𝐚𝐧𝐢🦋
431,1407674119483805704,gaytrade18boy,jacob
432,1316926893648711684,karlomsantos,karlo
433,1511527309479903234,_hrypottah_,𝓒𝓻𝓲𝓼🌸🌷
434,1118591120722804736,tslifestyle13,joshua (10 Minute Version)🧣🏳️‍🌈
435,1559433541,pragatipotter,Pragati Sharma
436,971122225565839360,mandlo_,🤎 🌜M o o n l i g h t🌛
437,1354239590077325314,laurieslaurence,paige
438,1464861949,sinamonchild,🦀
439,1043892971723247616,aaronrkr,aaron koschoff-rapkin
440,1404214104605171716,crabsarcastic,SC 💜🦋🪩
441,2539091210,_successminded_,Success Minded
442,1448540252109475841,bookboyfbot,lexx🦋📚
443,1478335200828407812,arkoftaylor,Ark (TAYLOR’S VERSION)
444,1516071578324418562,yumbldumbledady,Grindeldore deserved better
445,2181473023,118buckley,m
446,1577950344,hiss_swift_hiss,hannah🧣
447,1294442150172733440,arfraids,eduarda
448,2946403471,yyyswift13,𝗮𝗿𝘁𝗲𝗺𝗶𝘀 𝗱𝗲 𝗹𝗮 𝗹𝘂𝗻𝗲 ☽
449,1367941260296810503,theswiftmuseum,Taylor Swift Museum
450,1263413425876529152,the1_afterglow,jae
451,1437641275553943557,souvenirlover,Jason || SHROOT DAY
452,1468694326117023744,chokercardigan,shiloh 🐀
453,1315588832,hrongaystairs,nico
454,1493035261,mmaconachie,Martyn Maconachie
455,1187839955223109632,rosiepher,domi
456,1478647740754284546,princesskaeya,hei (60/180)
457,1346726618178359296,1997girlie,-
458,959874286185041926,sweet_taylor777,💙 Africa Mia 💛
459,1077715447561240576,weluv2cit,ME!ssy
460,1386892715850305539,romaricharlz13,Romari (Taylor's Version)
461,1513839602036998145,goldwingthanos,thanøs
462,4540435953,thespaceymama,C O U R T N E Y
463,1300905089113227264,catholicguilter,uncle june
464,110536501,therealkatina,30 year old teenaged girl🎭
465,1457013272323010562,writerwr0ng,SmokinCelebs
466,1152908468740714496,taylordespa,bian
467,3214812364,tayxpink,bru
468,549788597,tswiftnz,Taylor Swift News 🧣
469,3071638375,fiftyseeven,mer💛
470,1373237343289761794,simp4red,lucia 91 ٭ MoM
471,1372026370520461314,ivydynasty13,jay jay 🥀
472,382930237,manubeker_music,Manu Beker
473,1359107678316814337,adityafolklore,Aditya Patil🧣💙
474,1393389079211827202,lnt0thenight,eli 🧣 he/they
475,1206710502,tony_baez18,TONY
476,1265336305640062977,clandestinehoax,olivia ?¿
477,1452577268753076231,thomaru__,thoma ❁
478,1334993190701715457,blinkholliemake,snow (Taylor's version) ✨🤍❄️
479,2768605479,e_pobis,ellie
480,1145561279299387393,folktay13,Ashtay(study era)
481,1426407184577880066,whoreforblondie,a! (taylors version)
482,2633054283,fferociously,poli
483,1328652763132166144,chaesoohyuns,채치킴 - #monikabrainrot 🍓
484,74761481,yorkvision,York Vision
485,1154031198089482241,girldrawsghosts,Miss Gender
486,1726821876,emdepad,Emily De Padua 📊💻
487,1437122957323743232,suburbsliv,madison 4
488,927851967673786374,salzundtequila,jara 🌚
489,1302128047252860928,sinteyabear,Ally \(•◡•)/•◡•\
490,3026906679,witchhearted,primadonna girl @ volo lovemail 💛👆🧢💘
491,1431247512296255488,blondiessi,khira (taylor's version)
492,1517494872889987072,dandeliyaa,iya
493,86195787,ivonehall2,ivonehall2
494,20667428,katyashipster,Katya Shipster
495,738562730,fearlesskait,kaitlyn
496,1304577504460656646,razinhax,ray
497,1388162874875551747,dieguito1989gt,Diego (Taylor’s Version) 🧣
498,1453539225228300288,pjslift,trisha.
499,1283073459392614406,xastherielle,Suiren ❣️
500,1339227763186679808,jadeliizbeth,Jade Elizabeth
501,1394885469716946949,sixofbees,sim/celeste
502,548203595,tz20222022,BBTzu
503,990411520625475584,anamyaki,anam أنَعم
504,1471413423380385793,lisaola_king,LISAOLA.GOT.BP.CB.TEASER? ☻💓🖤
505,1226782321229123585,spotifymsiadata,Spotify Malaysia Chart Data 🇲🇾
506,9695312,billboard,billboard
507,484732863,allwalshedout,eliza (tv) 💙💙🌟
508,1100257737403842560,mnlstreamers,SHISEN Shelo Cokki GabTine
509,1358307840666968064,cuntiore,freya | poop brown sock defender
510,1496221216188813318,sofiamartinz56,Grammys 2023
511,1503099628614475776,taylorftpheobe,aj! (taylor's version)
512,1104161643058089984,whoisdanianyway,daniela! ☻
513,3296772943,ciro_cavs18,🇮🇹🧣
514,1271233943568703490,yeehawlikeme,saho🫶🏻🪩 SAW MAISIE
515,1314032166247043075,weepie76,Weepie
516,1034867113951940608,annieswifts,annie//lost in the memory
